Area construida;Precio metro cuadrado;Estrato;Antiguedad;Estado;Tamaño;Habitaciones;Baños;Parqueaderos;Precio
56;2321429;2;2;3;56;3;2;0;130000000
55;2363636;2;4;3;55;3;1;0;130000000
191;1570681;2;4;3;191;7;2;1;300000000
47;3191489;2;4;2;47;3;1;0;150000000
45;2066667;2;4;2;45;2;1;0;93000000
68;3382353;2;3;3;68;4;1;0;230000000
41;3170732;2;2;3;41;3;1;0;130000000
41;3170732;2;2;3;41;3;1;0;130000000
140;1142857;2;4;3;140;6;2;1;160000000
45;2331111;2;2;3;45;3;1;0;104900000
115;1129565;2;5;2;115;2;2;0;129900000
240;3125000;2;2;3;240;5;4;0;750000000
456;1710526;2;5;2;456;6;3;7;780000000
74;2297297;2;3;3;74;4;2;0;170000000
34;4411765;2;4;2;34;3;2;0;150000000
50;2880000;2;2;3;50;3;2;0;144000000
69;2304348;2;3;2;69;4;1;0;159000000
50;2500000;2;3;1;50;2;1;0;125000000
69;2463768;2;3;2;69;4;2;1;170000000
45;2444444;2;2;3;45;3;1;1;110000000
48;2247917;2;2;3;48;3;1;0;107900000
48;2187500;2;2;3;48;2;1;0;105000000
252;1904762;2;4;3;252;7;4;0;480000000
252;1904762;2;4;3;252;7;4;0;480000000
41;2560976;2;2;3;41;3;1;1;105000000
47;2127660;2;3;3;47;2;1;0;100000000
408;612745;2;4;2;408;8;4;0;250000000
47;3191489;2;4;3;47;2;1;1;150000000
57;3245614;2;3;3;57;3;2;1;185000000
408;612745;2;4;2;408;8;4;0;250000000
68;2573529;2;4;3;68;4;1;0;175000000
58;3620690;2;1;3;58;3;2;1;210000000
66;3015152;2;3;3;66;3;2;1;199000000
47;3404255;2;2;3;47;2;1;0;160000000
55;2363636;2;3;3;55;3;1;0;130000000
55;2363636;2;2;3;55;3;2;0;130000000
56;2321429;2;2;3;56;3;2;0;130000000
55;2363636;2;4;3;55;3;1;0;130000000
191;1570681;2;4;3;191;7;2;1;300000000
47;3191489;2;4;2;47;3;1;0;150000000
45;2066667;2;4;2;45;2;1;0;93000000
68;3382353;2;3;3;68;4;1;0;230000000
41;3170732;2;2;3;41;3;1;0;130000000
41;3170732;2;2;3;41;3;1;0;130000000
140;1142857;2;4;3;140;6;2;1;160000000
45;2331111;2;2;3;45;3;1;0;104900000
115;1129565;2;5;2;115;2;2;0;129900000
240;3125000;2;2;3;240;5;4;0;750000000
456;1710526;2;5;2;456;6;3;7;780000000
74;2297297;2;3;3;74;4;2;0;170000000
34;4411765;2;4;2;34;3;2;0;150000000
50;2880000;2;2;3;50;3;2;0;144000000
102;1941176;2;3;3;102;4;2;0;198000000
90;1777778;2;3;3;90;4;3;0;160000000
339;1858407;2;2;3;339;11;10;2;630000000
230;1434783;2;4;3;230;10;5;0;330000000
280;1071429;2;4;3;280;6;2;0;300000000
42;2142857;2;3;2;42;2;1;0;90000000
49;2244898;2;3;2;49;2;2;0;110000000
59;2881356;2;2;3;59;3;2;1;170000000
41;2560976;2;2;2;41;3;1;1;105000000
59;2881356;2;2;3;59;3;2;1;170000000
41;2560976;2;2;2;41;3;1;1;105000000
40;2500000;2;2;3;40;2;1;0;100000000
41;2682927;2;3;2;41;2;1;0;110000000
112;2857143;2;5;2;112;3;3;0;320000000
36;2500000;1;2;2;36;3;2;0;90000000
238;1258706;2;4;2;238;9;6;0;300000000
280;1714286;2;3;2;280;8;4;0;480000000
35;2942857;2;2;3;35;1;1;0;103000000
36;2500000;1;2;2;36;3;2;0;90000000
36;4388889;2;4;2;36;3;2;0;158000000
216;1203704;2;5;1;216;7;3;0;260000000
